	Rhodotorula_mucilaginosa_TFCN_17-334Y-5.cds.fa
GF00005250	TFCN17334Y5_008898-T1, TFCN17334Y5_006093-T1
GF00005251	TFCN17334Y5_008781-T1, TFCN17334Y5_006667-T1
GF00005252	TFCN17334Y5_001323-T1, TFCN17334Y5_003459-T1
GF00005253	TFCN17334Y5_009781-T1, TFCN17334Y5_002992-T1
GF00005254	TFCN17334Y5_007517-T1, TFCN17334Y5_000758-T1
GF00005255	TFCN17334Y5_005472-T1, TFCN17334Y5_006791-T1
GF00005256	TFCN17334Y5_005066-T1, TFCN17334Y5_012316-T1
GF00005257	TFCN17334Y5_009723-T1, TFCN17334Y5_002240-T1
GF00005258	TFCN17334Y5_001977-T1, TFCN17334Y5_002133-T1
GF00005259	TFCN17334Y5_011490-T1, TFCN17334Y5_014118-T1
GF00005260	TFCN17334Y5_006859-T1, TFCN17334Y5_011734-T1
GF00005261	TFCN17334Y5_006487-T1, TFCN17334Y5_009693-T1
GF00005262	TFCN17334Y5_005059-T1, TFCN17334Y5_005279-T1
GF00005263	TFCN17334Y5_004795-T1, TFCN17334Y5_005778-T1
GF00005264	TFCN17334Y5_013052-T1, TFCN17334Y5_006519-T1
GF00005265	TFCN17334Y5_003901-T1, TFCN17334Y5_010607-T1
GF00005266	TFCN17334Y5_008108-T1, TFCN17334Y5_003538-T1
GF00005267	TFCN17334Y5_009263-T1, TFCN17334Y5_004489-T1
GF00005268	TFCN17334Y5_008469-T1, TFCN17334Y5_008626-T1
GF00005269	TFCN17334Y5_008160-T1, TFCN17334Y5_011958-T1
GF00005270	TFCN17334Y5_000303-T1, TFCN17334Y5_000614-T1
GF00005271	TFCN17334Y5_007684-T1, TFCN17334Y5_007773-T1
GF00005272	TFCN17334Y5_009863-T1, TFCN17334Y5_006262-T1
GF00005273	TFCN17334Y5_013994-T1, TFCN17334Y5_010400-T1
GF00005274	TFCN17334Y5_009385-T1, TFCN17334Y5_004549-T1
GF00005275	TFCN17334Y5_011718-T1, TFCN17334Y5_005819-T1
GF00005276	TFCN17334Y5_011678-T1, TFCN17334Y5_003985-T1
GF00005277	TFCN17334Y5_010868-T1, TFCN17334Y5_000520-T1
GF00005278	TFCN17334Y5_003243-T1, TFCN17334Y5_013681-T1
GF00005279	TFCN17334Y5_002666-T1, TFCN17334Y5_005843-T1
GF00005280	TFCN17334Y5_000718-T1, TFCN17334Y5_002263-T1
GF00005281	TFCN17334Y5_003134-T1, TFCN17334Y5_005618-T1
GF00005282	TFCN17334Y5_006564-T1, TFCN17334Y5_011654-T1
GF00005283	TFCN17334Y5_008844-T1, TFCN17334Y5_009211-T1
GF00005284	TFCN17334Y5_014509-T1, TFCN17334Y5_014486-T1
GF00005285	TFCN17334Y5_011385-T1, TFCN17334Y5_000975-T1
GF00005286	TFCN17334Y5_003128-T1, TFCN17334Y5_005643-T1
GF00005287	TFCN17334Y5_000043-T1, TFCN17334Y5_010039-T1
GF00005288	TFCN17334Y5_007920-T1, TFCN17334Y5_004090-T1
GF00005289	TFCN17334Y5_004561-T1, TFCN17334Y5_009373-T1
GF00005290	TFCN17334Y5_000900-T1, TFCN17334Y5_008276-T1
GF00005291	TFCN17334Y5_006363-T1, TFCN17334Y5_003603-T1
GF00005292	TFCN17334Y5_002892-T1, TFCN17334Y5_013604-T1
GF00005293	TFCN17334Y5_011182-T1, TFCN17334Y5_009988-T1
GF00005294	TFCN17334Y5_001554-T1, TFCN17334Y5_012006-T1
GF00005295	TFCN17334Y5_003374-T1, TFCN17334Y5_002877-T1
GF00005296	TFCN17334Y5_012103-T1, TFCN17334Y5_003770-T1
GF00005297	TFCN17334Y5_014349-T1, TFCN17334Y5_009661-T1
GF00005298	TFCN17334Y5_009161-T1, TFCN17334Y5_009795-T1
GF00005299	TFCN17334Y5_003461-T1, TFCN17334Y5_001321-T1
GF00005300	TFCN17334Y5_014433-T1, TFCN17334Y5_000140-T1
GF00005301	TFCN17334Y5_001259-T1, TFCN17334Y5_003518-T1
GF00005302	TFCN17334Y5_006573-T1, TFCN17334Y5_011645-T1
GF00005303	TFCN17334Y5_002885-T1, TFCN17334Y5_003382-T1
GF00005304	TFCN17334Y5_009734-T1, TFCN17334Y5_002252-T1
GF00005305	TFCN17334Y5_013621-T1, TFCN17334Y5_006484-T1
GF00005306	TFCN17334Y5_001377-T1, TFCN17334Y5_003406-T1
GF00005307	TFCN17334Y5_013359-T1, TFCN17334Y5_010645-T1
GF00005308	TFCN17334Y5_011305-T1, TFCN17334Y5_007616-T1
GF00005309	TFCN17334Y5_012689-T1, TFCN17334Y5_006042-T1
GF00005310	TFCN17334Y5_007813-T1, TFCN17334Y5_007647-T1
GF00005311	TFCN17334Y5_013144-T1, TFCN17334Y5_012208-T1
GF00005312	TFCN17334Y5_000546-T1, TFCN17334Y5_010843-T1
GF00005313	TFCN17334Y5_014024-T1, TFCN17334Y5_013261-T1
GF00005314	TFCN17334Y5_006514-T1, TFCN17334Y5_009718-T1
GF00005315	TFCN17334Y5_000250-T1, TFCN17334Y5_000667-T1
GF00005316	TFCN17334Y5_003238-T1, TFCN17334Y5_013676-T1
GF00005317	TFCN17334Y5_014390-T1, TFCN17334Y5_013958-T1
GF00005318	TFCN17334Y5_002366-T1, TFCN17334Y5_011264-T1
GF00005319	TFCN17334Y5_014131-T1, TFCN17334Y5_010984-T1
GF00005320	TFCN17334Y5_000536-T1, TFCN17334Y5_010854-T1
GF00005321	TFCN17334Y5_003364-T1, TFCN17334Y5_002867-T1
GF00005322	TFCN17334Y5_004614-T1, TFCN17334Y5_013550-T1
GF00005323	TFCN17334Y5_005179-T1, TFCN17334Y5_004950-T1
GF00005324	TFCN17334Y5_002346-T1, TFCN17334Y5_011785-T1
GF00005325	TFCN17334Y5_008654-T1, TFCN17334Y5_006926-T1
GF00005326	TFCN17334Y5_006745-T1, TFCN17334Y5_010261-T1
GF00005327	TFCN17334Y5_013659-T1, TFCN17334Y5_005091-T1
GF00005328	TFCN17334Y5_014114-T1, TFCN17334Y5_003952-T1
GF00005329	TFCN17334Y5_006060-T1, TFCN17334Y5_012634-T1
GF00005330	TFCN17334Y5_011739-T1, TFCN17334Y5_006854-T1
GF00005331	TFCN17334Y5_002135-T1, TFCN17334Y5_001981-T1
GF00005332	TFCN17334Y5_012030-T1, TFCN17334Y5_001528-T1
GF00005333	TFCN17334Y5_013059-T1, TFCN17334Y5_006526-T1
GF00005334	TFCN17334Y5_009205-T1, TFCN17334Y5_008849-T1
GF00005335	TFCN17334Y5_009275-T1, TFCN17334Y5_007189-T1
GF00005336	TFCN17334Y5_002492-T1, TFCN17334Y5_011027-T1
GF00005337	TFCN17334Y5_005914-T1, TFCN17334Y5_002603-T1
GF00005338	TFCN17334Y5_007921-T1, TFCN17334Y5_004089-T1
GF00005339	TFCN17334Y5_006843-T1, TFCN17334Y5_013413-T1
GF00005340	TFCN17334Y5_005081-T1, TFCN17334Y5_013649-T1
GF00005341	TFCN17334Y5_013786-T1, TFCN17334Y5_012399-T1
GF00005342	TFCN17334Y5_013149-T1, TFCN17334Y5_012213-T1
GF00005343	TFCN17334Y5_012105-T1, TFCN17334Y5_003768-T1
GF00005344	TFCN17334Y5_012029-T1, TFCN17334Y5_001529-T1
GF00005345	TFCN17334Y5_004813-T1, TFCN17334Y5_005796-T1
GF00005346	TFCN17334Y5_009149-T1, TFCN17334Y5_009807-T1
GF00005347	TFCN17334Y5_011355-T1, TFCN17334Y5_011197-T1
GF00005348	TFCN17334Y5_005951-T1, TFCN17334Y5_013915-T1
GF00005349	TFCN17334Y5_010834-T1, TFCN17334Y5_000555-T1
GF00005350	TFCN17334Y5_001115-T1, TFCN17334Y5_001786-T1
GF00005351	TFCN17334Y5_001049-T1, TFCN17334Y5_001718-T1
GF00005352	TFCN17334Y5_009118-T1, TFCN17334Y5_009834-T1
GF00005353	TFCN17334Y5_013693-T1, TFCN17334Y5_002403-T1
GF00005354	TFCN17334Y5_007272-T1, TFCN17334Y5_001496-T1
GF00005355	TFCN17334Y5_001094-T1, TFCN17334Y5_001765-T1
GF00005356	TFCN17334Y5_008755-T1, TFCN17334Y5_006641-T1
GF00005357	TFCN17334Y5_007040-T1, TFCN17334Y5_003804-T1
GF00005358	TFCN17334Y5_012934-T1, TFCN17334Y5_013895-T1
GF00005359	TFCN17334Y5_001411-T1, TFCN17334Y5_004832-T1
GF00005360	TFCN17334Y5_005678-T1, TFCN17334Y5_003066-T1
GF00005361	TFCN17334Y5_009910-T1, TFCN17334Y5_013078-T1
GF00005362	TFCN17334Y5_004677-T1, TFCN17334Y5_008522-T1
GF00005363	TFCN17334Y5_003203-T1, TFCN17334Y5_004891-T1
GF00005364	TFCN17334Y5_014252-T1, TFCN17334Y5_013393-T1
GF00005365	TFCN17334Y5_005034-T1, TFCN17334Y5_005254-T1
GF00005366	TFCN17334Y5_002080-T1, TFCN17334Y5_001927-T1
GF00005367	TFCN17334Y5_002980-T1, TFCN17334Y5_009769-T1
GF00005368	TFCN17334Y5_010953-T1, TFCN17334Y5_005557-T1
GF00005369	TFCN17334Y5_011518-T1, TFCN17334Y5_012715-T1
GF00005370	TFCN17334Y5_007593-T1, TFCN17334Y5_011329-T1
GF00005371	TFCN17334Y5_011688-T1, TFCN17334Y5_003977-T1
GF00005372	TFCN17334Y5_007145-T1, TFCN17334Y5_013179-T1
GF00005373	TFCN17334Y5_001322-T1, TFCN17334Y5_003460-T1
GF00005374	TFCN17334Y5_004719-T1, TFCN17334Y5_012951-T1
GF00005375	TFCN17334Y5_012901-T1, TFCN17334Y5_013718-T1
GF00005376	TFCN17334Y5_008498-T1, TFCN17334Y5_008586-T1
GF00005377	TFCN17334Y5_000499-T1, TFCN17334Y5_012514-T1
GF00005378	TFCN17334Y5_006364-T1, TFCN17334Y5_003604-T1
GF00005379	TFCN17334Y5_003579-T1, TFCN17334Y5_006340-T1
GF00005380	TFCN17334Y5_010689-T1, TFCN17334Y5_012383-T1
GF00005381	TFCN17334Y5_006337-T1, TFCN17334Y5_003576-T1
GF00005382	TFCN17334Y5_014206-T1, TFCN17334Y5_000003-T1
GF00005383	TFCN17334Y5_011740-T1, TFCN17334Y5_006853-T1
GF00005384	TFCN17334Y5_008923-T1, TFCN17334Y5_006074-T1
GF00005385	TFCN17334Y5_014167-T1, TFCN17334Y5_003011-T1
GF00005386	TFCN17334Y5_010362-T1, TFCN17334Y5_009991-T1
GF00005387	TFCN17334Y5_005391-T1, TFCN17334Y5_011134-T1
GF00005388	TFCN17334Y5_001125-T1, TFCN17334Y5_001798-T1
GF00005389	TFCN17334Y5_003191-T1, TFCN17334Y5_004902-T1
GF00005390	TFCN17334Y5_001052-T1, TFCN17334Y5_001721-T1
GF00005391	TFCN17334Y5_006842-T1, TFCN17334Y5_013414-T1
GF00005392	TFCN17334Y5_003756-T1, TFCN17334Y5_012116-T1
GF00005393	TFCN17334Y5_003177-T1, TFCN17334Y5_004918-T1
GF00005394	TFCN17334Y5_000868-T1, TFCN17334Y5_010786-T1
GF00005395	TFCN17334Y5_009686-T1, TFCN17334Y5_014599-T1
GF00005396	TFCN17334Y5_002969-T1, TFCN17334Y5_009757-T1
GF00005397	TFCN17334Y5_009570-T1, TFCN17334Y5_004106-T1
GF00005398	TFCN17334Y5_007175-T1, TFCN17334Y5_013164-T1
GF00005399	TFCN17334Y5_002841-T1, TFCN17334Y5_003343-T1
GF00005400	TFCN17334Y5_014354-T1, TFCN17334Y5_004695-T1
GF00005401	TFCN17334Y5_001260-T1, TFCN17334Y5_003517-T1
GF00005402	TFCN17334Y5_003922-T1, TFCN17334Y5_010587-T1
GF00005403	TFCN17334Y5_005300-T1, TFCN17334Y5_007858-T1
GF00005404	TFCN17334Y5_004917-T1, TFCN17334Y5_003178-T1
GF00005405	TFCN17334Y5_003707-T1, TFCN17334Y5_010356-T1
GF00005406	TFCN17334Y5_000541-T1, TFCN17334Y5_010848-T1
GF00005407	TFCN17334Y5_010198-T1, TFCN17334Y5_005118-T1
GF00005408	TFCN17334Y5_006016-T1, TFCN17334Y5_014008-T1
GF00005409	TFCN17334Y5_002889-T1, TFCN17334Y5_003386-T1
GF00005410	TFCN17334Y5_010773-T1, TFCN17334Y5_000854-T1
GF00005411	TFCN17334Y5_002888-T1, TFCN17334Y5_003385-T1
GF00005412	TFCN17334Y5_011983-T1, TFCN17334Y5_012081-T1
GF00005413	TFCN17334Y5_008183-T1, TFCN17334Y5_011634-T1
GF00005414	TFCN17334Y5_013743-T1, TFCN17334Y5_010092-T1
GF00005415	TFCN17334Y5_004822-T1, TFCN17334Y5_005805-T1
GF00005416	TFCN17334Y5_005669-T1, TFCN17334Y5_003077-T1
GF00005417	TFCN17334Y5_012858-T1, TFCN17334Y5_013102-T1
GF00005418	TFCN17334Y5_012421-T1, TFCN17334Y5_003739-T1
GF00005419	TFCN17334Y5_010962-T1, TFCN17334Y5_005566-T1
GF00005420	TFCN17334Y5_002146-T1, TFCN17334Y5_001993-T1
GF00005421	TFCN17334Y5_000880-T1, TFCN17334Y5_013400-T1
GF00005422	TFCN17334Y5_002822-T1, TFCN17334Y5_003318-T1
GF00005423	TFCN17334Y5_007829-T1, TFCN17334Y5_007631-T1
GF00005424	TFCN17334Y5_007325-T1, TFCN17334Y5_007720-T1
GF00005425	TFCN17334Y5_008954-T1, TFCN17334Y5_000407-T1
GF00005426	TFCN17334Y5_012926-T1, TFCN17334Y5_013889-T1
GF00005427	TFCN17334Y5_004947-T1, TFCN17334Y5_005176-T1
GF00005428	TFCN17334Y5_001137-T1, TFCN17334Y5_001809-T1
GF00005429	TFCN17334Y5_009169-T1, TFCN17334Y5_010484-T1
GF00005430	TFCN17334Y5_005235-T1, TFCN17334Y5_005011-T1
GF00005431	TFCN17334Y5_005262-T1, TFCN17334Y5_005042-T1
GF00005432	TFCN17334Y5_006980-T1, TFCN17334Y5_003866-T1
GF00005433	TFCN17334Y5_013592-T1, TFCN17334Y5_002906-T1
GF00005434	TFCN17334Y5_006250-T1, TFCN17334Y5_009875-T1
GF00005435	TFCN17334Y5_005800-T1, TFCN17334Y5_004817-T1
GF00005436	TFCN17334Y5_010751-T1, TFCN17334Y5_000831-T1
GF00005437	TFCN17334Y5_005591-T1, TFCN17334Y5_013195-T1
GF00005438	TFCN17334Y5_001076-T1, TFCN17334Y5_001745-T1
GF00005439	TFCN17334Y5_001948-T1, TFCN17334Y5_002100-T1
GF00005440	TFCN17334Y5_008289-T1, TFCN17334Y5_000914-T1
GF00005441	TFCN17334Y5_012360-T1, TFCN17334Y5_011011-T1
GF00005442	TFCN17334Y5_002139-T1, TFCN17334Y5_001985-T1
GF00005443	TFCN17334Y5_006486-T1, TFCN17334Y5_009692-T1
GF00005444	TFCN17334Y5_010657-T1, TFCN17334Y5_013370-T1
GF00005445	TFCN17334Y5_007445-T1, TFCN17334Y5_000235-T1
GF00005446	TFCN17334Y5_000599-T1, TFCN17334Y5_000318-T1
GF00005447	TFCN17334Y5_000485-T1, TFCN17334Y5_009059-T1
GF00005448	TFCN17334Y5_012449-T1, TFCN17334Y5_012920-T1
GF00005449	TFCN17334Y5_000743-T1, TFCN17334Y5_007532-T1
GF00005450	TFCN17334Y5_011726-T1, TFCN17334Y5_006867-T1
GF00005451	TFCN17334Y5_001288-T1, TFCN17334Y5_003491-T1
GF00005452	TFCN17334Y5_002521-T1, TFCN17334Y5_008249-T1
GF00005453	TFCN17334Y5_005149-T1, TFCN17334Y5_008811-T1
GF00005454	TFCN17334Y5_010717-T1, TFCN17334Y5_005710-T1
GF00005455	TFCN17334Y5_003798-T1, TFCN17334Y5_007046-T1
GF00005456	TFCN17334Y5_013067-T1, TFCN17334Y5_006534-T1
GF00005457	TFCN17334Y5_008166-T1, TFCN17334Y5_011964-T1
GF00005458	TFCN17334Y5_010170-T1, TFCN17334Y5_013105-T1
GF00005459	TFCN17334Y5_012875-T1, TFCN17334Y5_008394-T1
GF00005460	TFCN17334Y5_004704-T1, TFCN17334Y5_014469-T1
GF00005461	TFCN17334Y5_004665-T1, TFCN17334Y5_008535-T1
GF00005462	TFCN17334Y5_009587-T1, TFCN17334Y5_004124-T1
GF00005463	TFCN17334Y5_008809-T1, TFCN17334Y5_005146-T1
GF00005464	TFCN17334Y5_010991-T1, TFCN17334Y5_013529-T1
GF00005465	TFCN17334Y5_010382-T1, TFCN17334Y5_010011-T1
GF00005466	TFCN17334Y5_006325-T1, TFCN17334Y5_003566-T1
GF00005467	TFCN17334Y5_007409-T1, TFCN17334Y5_000203-T1
GF00005468	TFCN17334Y5_009356-T1, TFCN17334Y5_002692-T1
GF00005469	TFCN17334Y5_000219-T1, TFCN17334Y5_007426-T1
GF00005470	TFCN17334Y5_009497-T1, TFCN17334Y5_014240-T1
GF00005471	TFCN17334Y5_009083-T1, TFCN17334Y5_012328-T1
GF00005472	TFCN17334Y5_013545-T1, TFCN17334Y5_004623-T1
GF00005473	TFCN17334Y5_006608-T1, TFCN17334Y5_012663-T1
GF00005474	TFCN17334Y5_004688-T1, TFCN17334Y5_014360-T1
GF00005475	TFCN17334Y5_007905-T1, TFCN17334Y5_005348-T1
GF00005476	TFCN17334Y5_009252-T1, TFCN17334Y5_004500-T1
GF00005477	TFCN17334Y5_011241-T1, TFCN17334Y5_005997-T1
GF00005478	TFCN17334Y5_012647-T1, TFCN17334Y5_006593-T1
GF00005479	TFCN17334Y5_003519-T1, TFCN17334Y5_001258-T1
GF00005480	TFCN17334Y5_008064-T1, TFCN17334Y5_012478-T1
GF00005481	TFCN17334Y5_013725-T1, TFCN17334Y5_012541-T1
GF00005482	TFCN17334Y5_000852-T1, TFCN17334Y5_010771-T1
GF00005483	TFCN17334Y5_002972-T1, TFCN17334Y5_009760-T1
GF00005484	TFCN17334Y5_013882-T1, TFCN17334Y5_006915-T1
GF00005485	TFCN17334Y5_010217-T1, TFCN17334Y5_004338-T1
GF00005486	TFCN17334Y5_007372-T1, TFCN17334Y5_007757-T1
GF00005487	TFCN17334Y5_009337-T1, TFCN17334Y5_002707-T1
GF00005488	TFCN17334Y5_010758-T1, TFCN17334Y5_000839-T1
GF00005489	TFCN17334Y5_006219-T1, TFCN17334Y5_001647-T1
GF00005490	TFCN17334Y5_003744-T1, TFCN17334Y5_012416-T1
GF00005491	TFCN17334Y5_014538-T1, TFCN17334Y5_014500-T1
GF00005492	TFCN17334Y5_000789-T1, TFCN17334Y5_007490-T1
GF00005493	TFCN17334Y5_007988-T1, TFCN17334Y5_004007-T1
GF00005494	TFCN17334Y5_009055-T1, TFCN17334Y5_000481-T1
GF00005495	TFCN17334Y5_013627-T1, TFCN17334Y5_006477-T1
GF00005496	TFCN17334Y5_005535-T1, TFCN17334Y5_007968-T1
GF00005497	TFCN17334Y5_000818-T1, TFCN17334Y5_007463-T1
GF00005498	TFCN17334Y5_002108-T1, TFCN17334Y5_001956-T1
GF00005499	TFCN17334Y5_001593-T1, TFCN17334Y5_006181-T1
GF00005500	TFCN17334Y5_006070-T1, TFCN17334Y5_008928-T1
GF00005501	TFCN17334Y5_008082-T1, TFCN17334Y5_012497-T1
GF00005502	TFCN17334Y5_000738-T1, TFCN17334Y5_007537-T1
GF00005503	TFCN17334Y5_007321-T1, TFCN17334Y5_007716-T1
GF00005504	TFCN17334Y5_001229-T1, TFCN17334Y5_008725-T1
GF00005505	TFCN17334Y5_012831-T1, TFCN17334Y5_008220-T1
GF00005506	TFCN17334Y5_003266-T1, TFCN17334Y5_002768-T1
GF00005507	TFCN17334Y5_004057-T1, TFCN17334Y5_008051-T1
GF00005508	TFCN17334Y5_005346-T1, TFCN17334Y5_007907-T1
GF00005509	TFCN17334Y5_011626-T1, TFCN17334Y5_000355-T1
GF00005510	TFCN17334Y5_009846-T1, TFCN17334Y5_011507-T1
GF00005511	TFCN17334Y5_009332-T1, TFCN17334Y5_002713-T1
GF00005512	TFCN17334Y5_014592-T1, TFCN17334Y5_014499-T1
GF00005513	TFCN17334Y5_001144-T1, TFCN17334Y5_001816-T1
GF00005514	TFCN17334Y5_008828-T1, TFCN17334Y5_005165-T1
GF00005515	TFCN17334Y5_002667-T1, TFCN17334Y5_005842-T1
GF00005516	TFCN17334Y5_005663-T1, TFCN17334Y5_003083-T1
GF00005517	TFCN17334Y5_007678-T1, TFCN17334Y5_007780-T1
GF00005518	TFCN17334Y5_012988-T1, TFCN17334Y5_008404-T1
GF00005519	TFCN17334Y5_001952-T1, TFCN17334Y5_002104-T1
GF00005520	TFCN17334Y5_000122-T1, TFCN17334Y5_007199-T1
GF00005521	TFCN17334Y5_004444-T1, TFCN17334Y5_008211-T1
GF00005522	TFCN17334Y5_003059-T1, TFCN17334Y5_011575-T1
GF00005523	TFCN17334Y5_013620-T1, TFCN17334Y5_006485-T1
GF00005524	TFCN17334Y5_010946-T1, TFCN17334Y5_005550-T1
GF00005525	TFCN17334Y5_001289-T1, TFCN17334Y5_003490-T1
GF00005526	TFCN17334Y5_000223-T1, TFCN17334Y5_007431-T1
GF00005527	TFCN17334Y5_010068-T1, TFCN17334Y5_000021-T1
GF00005528	TFCN17334Y5_011092-T1, TFCN17334Y5_009418-T1
GF00005529	TFCN17334Y5_009210-T1, TFCN17334Y5_008845-T1
GF00005530	TFCN17334Y5_010358-T1, TFCN17334Y5_003709-T1
GF00005531	TFCN17334Y5_004711-T1, TFCN17334Y5_012943-T1
GF00005532	TFCN17334Y5_009071-T1, TFCN17334Y5_012342-T1
GF00005533	TFCN17334Y5_006536-T1, TFCN17334Y5_013069-T1
GF00005534	TFCN17334Y5_006184-T1, TFCN17334Y5_001589-T1
GF00005535	TFCN17334Y5_012842-T1, TFCN17334Y5_012193-T1
GF00005536	TFCN17334Y5_011561-T1, TFCN17334Y5_010921-T1
GF00005537	TFCN17334Y5_004470-T1, TFCN17334Y5_000106-T1
GF00005538	TFCN17334Y5_002651-T1, TFCN17334Y5_005862-T1
GF00005539	TFCN17334Y5_006744-T1, TFCN17334Y5_010260-T1
GF00005540	TFCN17334Y5_012757-T1, TFCN17334Y5_004580-T1
GF00005541	TFCN17334Y5_007782-T1, TFCN17334Y5_007676-T1
GF00005542	TFCN17334Y5_009980-T1, TFCN17334Y5_011175-T1
GF00005543	TFCN17334Y5_003390-T1, TFCN17334Y5_001393-T1
GF00005544	TFCN17334Y5_002594-T1, TFCN17334Y5_005924-T1
GF00005545	TFCN17334Y5_012790-T1, TFCN17334Y5_006452-T1
GF00005546	TFCN17334Y5_014204-T1, TFCN17334Y5_000001-T1
GF00005547	TFCN17334Y5_012526-T1, TFCN17334Y5_000511-T1
GF00005548	TFCN17334Y5_012028-T1, TFCN17334Y5_001530-T1
GF00005549	TFCN17334Y5_009716-T1, TFCN17334Y5_006512-T1
GF00005550	TFCN17334Y5_005923-T1, TFCN17334Y5_002595-T1
GF00005551	TFCN17334Y5_004882-T1, TFCN17334Y5_003212-T1
GF00005552	TFCN17334Y5_010935-T1, TFCN17334Y5_014291-T1
GF00005553	TFCN17334Y5_009104-T1, TFCN17334Y5_013566-T1
GF00005554	TFCN17334Y5_006912-T1, TFCN17334Y5_013885-T1
GF00005555	TFCN17334Y5_005963-T1, TFCN17334Y5_013903-T1
GF00005556	TFCN17334Y5_012225-T1, TFCN17334Y5_004283-T1
GF00005557	TFCN17334Y5_004912-T1, TFCN17334Y5_003183-T1
GF00005558	TFCN17334Y5_004673-T1, TFCN17334Y5_008526-T1
GF00005559	TFCN17334Y5_000415-T1, TFCN17334Y5_008941-T1
GF00005560	TFCN17334Y5_002105-T1, TFCN17334Y5_001953-T1
GF00005561	TFCN17334Y5_005084-T1, TFCN17334Y5_013652-T1
GF00005562	TFCN17334Y5_003359-T1, TFCN17334Y5_002862-T1
GF00005563	TFCN17334Y5_010627-T1, TFCN17334Y5_012597-T1
GF00005564	TFCN17334Y5_005647-T1, TFCN17334Y5_003099-T1
GF00005565	TFCN17334Y5_002774-T1, TFCN17334Y5_003272-T1
GF00005566	TFCN17334Y5_007649-T1, TFCN17334Y5_007812-T1
GF00005567	TFCN17334Y5_010411-T1, TFCN17334Y5_012620-T1
GF00005568	TFCN17334Y5_003959-T1, TFCN17334Y5_014545-T1
GF00005569	TFCN17334Y5_006998-T1, TFCN17334Y5_003846-T1
GF00005570	TFCN17334Y5_010827-T1, TFCN17334Y5_010228-T1
GF00005571	TFCN17334Y5_008703-T1, TFCN17334Y5_012140-T1
GF00005572	TFCN17334Y5_011245-T1, TFCN17334Y5_005993-T1
GF00005573	TFCN17334Y5_011583-T1, TFCN17334Y5_003052-T1
GF00005574	TFCN17334Y5_005907-T1, TFCN17334Y5_002610-T1
GF00005575	TFCN17334Y5_000486-T1, TFCN17334Y5_009060-T1
GF00005576	TFCN17334Y5_003616-T1, TFCN17334Y5_006376-T1
GF00005577	TFCN17334Y5_002064-T1, TFCN17334Y5_001910-T1
GF00005578	TFCN17334Y5_006520-T1, TFCN17334Y5_013053-T1
GF00005579	TFCN17334Y5_009113-T1, TFCN17334Y5_009839-T1
GF00005580	TFCN17334Y5_000131-T1, TFCN17334Y5_007211-T1
GF00005581	TFCN17334Y5_006264-T1, TFCN17334Y5_009861-T1
GF00005582	TFCN17334Y5_006801-T1, TFCN17334Y5_005481-T1
GF00005583	TFCN17334Y5_008609-T1, TFCN17334Y5_008475-T1
GF00005584	TFCN17334Y5_005097-T1, TFCN17334Y5_008839-T1
GF00005585	TFCN17334Y5_001556-T1, TFCN17334Y5_012004-T1
GF00005586	TFCN17334Y5_012788-T1, TFCN17334Y5_006448-T1
GF00005587	TFCN17334Y5_006727-T1, TFCN17334Y5_009558-T1
GF00005588	TFCN17334Y5_006558-T1, TFCN17334Y5_011659-T1
GF00005589	TFCN17334Y5_000891-T1, TFCN17334Y5_008267-T1
GF00005590	TFCN17334Y5_011111-T1, TFCN17334Y5_005329-T1
GF00005591	TFCN17334Y5_008768-T1, TFCN17334Y5_006653-T1
GF00005592	TFCN17334Y5_001534-T1, TFCN17334Y5_012024-T1
GF00005593	TFCN17334Y5_010762-T1, TFCN17334Y5_000843-T1
GF00005594	TFCN17334Y5_001069-T1, TFCN17334Y5_001738-T1
GF00005595	TFCN17334Y5_004699-T1, TFCN17334Y5_006027-T1
GF00005596	TFCN17334Y5_014049-T1, TFCN17334Y5_012033-T1
GF00005597	TFCN17334Y5_010143-T1, TFCN17334Y5_004201-T1
GF00005598	TFCN17334Y5_013480-T1, TFCN17334Y5_003647-T1
GF00005599	TFCN17334Y5_006989-T1, TFCN17334Y5_003855-T1
GF00005600	TFCN17334Y5_010820-T1, TFCN17334Y5_010235-T1
GF00005601	TFCN17334Y5_012192-T1, TFCN17334Y5_012843-T1
GF00005602	TFCN17334Y5_009990-T1, TFCN17334Y5_010361-T1
GF00005603	TFCN17334Y5_003898-T1, TFCN17334Y5_010609-T1
GF00005604	TFCN17334Y5_007856-T1, TFCN17334Y5_005298-T1
GF00005605	TFCN17334Y5_009507-T1, TFCN17334Y5_014097-T1
GF00005606	TFCN17334Y5_002709-T1, TFCN17334Y5_009335-T1
GF00005607	TFCN17334Y5_005376-T1, TFCN17334Y5_007876-T1
GF00005608	TFCN17334Y5_008060-T1, TFCN17334Y5_012473-T1
GF00005609	TFCN17334Y5_012243-T1, TFCN17334Y5_004305-T1
GF00005610	TFCN17334Y5_012680-T1, TFCN17334Y5_006033-T1
GF00005611	TFCN17334Y5_008046-T1, TFCN17334Y5_004061-T1
GF00005612	TFCN17334Y5_007989-T1, TFCN17334Y5_004008-T1
GF00005613	TFCN17334Y5_000493-T1, TFCN17334Y5_012508-T1
GF00005614	TFCN17334Y5_007290-T1, TFCN17334Y5_001514-T1
GF00005615	TFCN17334Y5_004840-T1, TFCN17334Y5_001417-T1
GF00005616	TFCN17334Y5_008107-T1, TFCN17334Y5_003537-T1
